Company Name,Symbol,ISIN Code,Macro Sector,Sector,Industry,Basic Industry,Category,Justification,Notes
KP Green Engineering Ltd.,KPGEL,INE0QVH01025,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,Green,"Manufacturer of electrical components/equipment (cables, wires, transformers, switchgear, meters). Metal, polymer and mineral inputs with no animal-derived material, so Green.",
Mangal Electrical Industries Ltd.,MEIL,INE0PKD01011,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,Green,"Manufacturer of electrical components/equipment (cables, wires, transformers, switchgear, meters). Metal, polymer and mineral inputs with no animal-derived material, so Green.",
Marsons Ltd.,MARSONS,INE415B01044,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,Green,"Manufacturer of electrical components/equipment (cables, wires, transformers, switchgear, meters). Metal, polymer and mineral inputs with no animal-derived material, so Green.",
Paramount Communications Ltd.,PARACABLES,INE074B01023,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,Green,"Manufacturer of electrical components/equipment (cables, wires, transformers, switchgear, meters). Metal, polymer and mineral inputs with no animal-derived material, so Green.",
Precision Wires India Ltd.,PRECWIRE,INE372C01037,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,Green,"Manufacturer of electrical components/equipment (cables, wires, transformers, switchgear, meters). Metal, polymer and mineral inputs with no animal-derived material, so Green.",
Prostarm Info Systems Ltd.,PROSTARM,INE0BX301013,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,Green,"Manufacturer of electrical components/equipment (cables, wires, transformers, switchgear, meters). Metal, polymer and mineral inputs with no animal-derived material, so Green.",
Quadrant Future Tek Ltd.,QUADFUTURE,INE0LRY01011,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,Green,"Develops KAVACH train control and signalling systems for Indian Railways and manufactures electron-beam-irradiated specialty cables. Railway safety electronics and cables are animal-neutral, so Green.",
Ram Ratna Wires Ltd.,RAMRAT,INE207E01023,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,Green,"Manufacturer of electrical components/equipment (cables, wires, transformers, switchgear, meters). Metal, polymer and mineral inputs with no animal-derived material, so Green.",
Ravindra Energy Ltd.,RELTD,INE206N01018,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,Green,"Solar EPC, solar pumps and renewable-energy project development. Silicon, glass and metal inputs, so Green.",
Salzer Electronics Ltd.,SALZERELEC,INE457F01013,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,Green,"Manufacturer of electrical components/equipment (cables, wires, transformers, switchgear, meters). Metal, polymer and mineral inputs with no animal-derived material, so Green.",
Spectrum Electrical Industries Ltd.,SPECTRUM,INE01EO01010,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,Green,"Manufacturer of electrical components/equipment (cables, wires, transformers, switchgear, meters). Metal, polymer and mineral inputs with no animal-derived material, so Green.",
Swelect Energy Systems Ltd.,SWELECTES,INE409B01013,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,Green,"Manufactures solar modules, power-conditioning and energy-management systems. Renewable-energy hardware is animal-neutral, so Green.",
Ujaas Energy Ltd.,UEL,INE899L01030,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,Green,"Solar power generation and EV/energy solutions. Renewable-energy assets with no animal-derived input, so Green.",
Yash Highvoltage Ltd.,YASHHV,INE00GK01023,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,Green,"Manufacturer of electrical components/equipment (cables, wires, transformers, switchgear, meters). Metal, polymer and mineral inputs with no animal-derived material, so Green.",
Balmer Lawrie Investments Ltd.,BLIL,INE525F01025,Financial Services,Financial Services,Finance,Holding Company,Orange,"Holding company of Balmer Lawrie, whose businesses include a genuine leather-chemicals line alongside industrial packaging, greases, logistics and travel. Rated by its dominant operating business, which carries a real but minority animal-industry product line, so Orange.",
Automobile Corporation of Goa Ltd.,ACGL,INE451C01013,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy,Green,"Manufactures railway/commercial-vehicle and material-handling equipment (bus bodies, springs, axles, hoists, cranes). Metal engineering with no animal-derived input, so Green.",
Carraro India Ltd.,CARRARO,INE0V7W01012,Industrials,Capital Goods,Machinery,Agricultural & Farm Machinery,Green,"Manufactures agricultural/farm machinery and components (tractor drivetrains, engines, micro-irrigation systems). Crop-farming equipment with no animal-derived input and no product made for animal rearing, so Green.",
Diffusion Engineers Ltd.,DIFFNKG,INE184O01015,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,Green,"Manufactures industrial machinery/equipment (welding consumables, pumps, transmission belts, process and packaging machinery). Metal and polymer engineering with no animal-derived input, so Green.",
Esab India Ltd.,ESABINDIA,INE284A01012,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,Green,"Manufactures industrial machinery/equipment (welding consumables, pumps, transmission belts, process and packaging machinery). Metal and polymer engineering with no animal-derived input, so Green.",
Frontier Springs Ltd.,FRONTSP,INE572D01014,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy,Green,"Manufactures railway/commercial-vehicle and material-handling equipment (bus bodies, springs, axles, hoists, cranes). Metal engineering with no animal-derived input, so Green.",
Indef Manufacturing Ltd.,BAJAJINDEF,INE0O9T01021,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy,Green,"Manufactures railway/commercial-vehicle and material-handling equipment (bus bodies, springs, axles, hoists, cranes). Metal engineering with no animal-derived input, so Green.",
John Cockerill India Ltd.,COCKERILL,INE515A01019,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,Green,"Manufactures industrial machinery/equipment (welding consumables, pumps, transmission belts, process and packaging machinery). Metal and polymer engineering with no animal-derived input, so Green.",
Kilburn Engineering Ltd.,KLBRENG-B,INE338F01015,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,Green,"Manufactures industrial machinery/equipment (welding consumables, pumps, transmission belts, process and packaging machinery). Metal and polymer engineering with no animal-derived input, so Green.",
Kross Ltd.,KROSS,INE0O6601022,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy,Green,"Manufactures railway/commercial-vehicle and material-handling equipment (bus bodies, springs, axles, hoists, cranes). Metal engineering with no animal-derived input, so Green.",
L G Balakrishnan & Bros Ltd.,LGBBROSLTD,INE337A01034,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,Green,"Manufactures industrial machinery/equipment (welding consumables, pumps, transmission belts, process and packaging machinery). Metal and polymer engineering with no animal-derived input, so Green.",
Lloyds Engineering Works Ltd. (Partly Paid),,IN9093R01019,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,Green,"Manufactures industrial machinery/equipment (welding consumables, pumps, transmission belts, process and packaging machinery). Metal and polymer engineering with no animal-derived input, so Green.",
Mamata Machinery Ltd.,MAMATA,INE0TO701015,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,Green,"Manufactures industrial machinery/equipment (welding consumables, pumps, transmission belts, process and packaging machinery). Metal and polymer engineering with no animal-derived input, so Green.",
Raymond Ltd.,RAYMOND,INE301A01014,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defence,Red,"Post-demerger Raymond Ltd is an engineering group - Precision Technology & Auto Components about 72% of FY26 revenue - but its Aerospace & Defence segment (JK Maini Global Aerospace) contributed Rs 392 cr of Rs 2,312 cr, about 17%, exceeding the 10% threshold for a harmful business line under Section 7, so Red. The worsted-wool textile business now sits in Raymond Lifestyle.",
Oriental Rail Infrastructure Ltd.,ORIRAIL,INE457G01029,Industrials,Capital Goods,Industrial Manufacturing,Railway Wagons,Green,"Manufactures railway seats, berths, lavatory doors and compreg boards, and backward-integrates into rexine (artificial leather) under the ORVIN brand. Synthetic leather is a substitute that replaces animal hide and is expressly Green under Section 11.",
Pix Transmission Ltd.,PIXTRANS,INE751B01018,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,Green,"Manufactures industrial machinery/equipment (welding consumables, pumps, transmission belts, process and packaging machinery). Metal and polymer engineering with no animal-derived input, so Green.",
R M Drip and Sprinklers Systems Ltd.,RMDRIP,INE219Y01026,Industrials,Capital Goods,Machinery,Agricultural & Farm Machinery,Green,"Manufactures agricultural/farm machinery and components (tractor drivetrains, engines, micro-irrigation systems). Crop-farming equipment with no animal-derived input and no product made for animal rearing, so Green.",
Rajoo Engineers Ltd.,RAJOOENG,INE535F01024,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,Green,"Manufactures industrial machinery/equipment (welding consumables, pumps, transmission belts, process and packaging machinery). Metal and polymer engineering with no animal-derived input, so Green.",
Roto Pumps Ltd.,ROTO,INE535D01037,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,Green,"Manufactures industrial machinery/equipment (welding consumables, pumps, transmission belts, process and packaging machinery). Metal and polymer engineering with no animal-derived input, so Green.",
Standard Glass Lining Technology Ltd.,SETL,INE0M4D01010,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,Green,"Manufactures industrial machinery/equipment (welding consumables, pumps, transmission belts, process and packaging machinery). Metal and polymer engineering with no animal-derived input, so Green.",
Swan Defence and Heavy Industries Ltd.,SWANDEF,INE542F01020,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services,Red,"Pipavav shipyard (formerly Reliance Naval), rebuilt under Swan Corp as a defence and heavy-industries yard. Alongside commercial offshore vessels and bulk carriers it builds naval platforms, including a training ship for the Royal Navy of Oman. Naval shipbuilding is a harmful-product category under Section 8, so Red, consistent with Mazagon Dock and Cochin Shipyard.",
